factor,return,group,ic_mean,icir_annual,ic_hit_ratio,ic_monotonicity,long_short_annual,long_short_sharpe,long_excess_annual,long_excess_ir
vm_ind_q4_q1_diff_ret_20_ne,20D,total,-0.02714355017848901,-1.1482260095138705,0.6333333333333333,-0.07878787878787878,-0.008666445091684257,-0.27936140521881503,-0.07153989835989219,-1.6691966310699813
vm_ind_high_low_diff_ret_20_ne,20D,total,-0.025462471429821474,-1.178160085404327,0.6833333333333333,-0.04242424242424241,-0.00846810769852039,-0.29238456031367455,-0.06705948305468348,-1.722421717068296
ret_q1_ind_20_ne,20D,total,-0.02416637030738329,-1.7092115125517793,0.7333333333333333,0.8303030303030302,0.09793176170008525,1.2003319400462504,0.020742869264554174,0.40757959695335993
ret_q2_ind_20_ne,20D,total,-0.015695362251755204,-1.8779640505481352,0.675,0.8181818181818182,0.05070549495415268,0.7323928324126262,0.015166508280445398,0.4530547084996585
ret_q3_ind_20_ne,20D,total,-0.00997745085853211,-1.2230228044371532,0.625,0.43030303030303024,0.02645855932327911,0.1556190606246255,-0.020560278344530086,-0.6424370017483988
ret_q4_ind_20_ne,20D,total,0.04043630095056155,2.687360039831489,0.7916666666666666,0.9272727272727272,0.15706689650453176,2.0206677515646323,0.05065066658986758,1.1938202892767305
ret_q4_q1_diff_ind_20_ne,20D,total,0.039980317708027714,2.4241824085436368,0.75,0.9878787878787878,0.14182044756750398,1.6119765703248519,0.045317866286917266,1.015337521226295
ret_high_low_diff_ind_20_ne,20D,total,0.03211288289164414,2.1005428505522135,0.725,0.8666666666666665,0.1301513141930381,1.6343940300207218,0.03586760362355155,0.7660797012376481
vm_ret_q1_ind_20_ne,20D,total,-0.026519085771516515,-1.8938297378528988,0.75,0.9393939393939393,0.09134616739864695,1.14399159406032,0.02339989146952477,0.4774847778667801
vm_ret_q2_ind_20_ne,20D,total,-0.015028618596802065,-1.7512354344298928,0.675,0.9393939393939393,0.06313648162978552,0.9130900191088516,0.02010464209540449,0.5174546659409396
vm_ret_q3_ind_20_ne,20D,total,-0.013719606280981674,-1.5397542193402667,0.6416666666666667,0.4424242424242424,0.023455580606664653,0.0809719669152875,-0.016074059261152858,-0.5263415596313964
vm_ret_q4_ind_20_ne,20D,total,0.043607565895315434,2.7462586320658966,0.7916666666666666,0.9636363636363635,0.1578045247619518,2.033015545599019,0.05090793022037054,1.2300639760875098
vm_ret_q4_q1_diff_ind_20_ne,20D,total,0.043360876690675364,2.561982917191013,0.8083333333333333,0.9757575757575757,0.1595182829624247,1.8777104118811385,0.05296831463862137,1.157990000325185
vm_ret_high_low_diff_ind_20_ne,20D,total,0.033680475656897295,2.2346383096931204,0.75,0.8787878787878788,0.13716254722808974,1.7273128369558182,0.039382494746636694,0.8426775646083817
